dia_compra;mes_compra;a�o;dia_semana;nro_ticket;filial_id;suma_total;cantidad_productos;nota;el_tiempo_de_la_atencion_fue_agil_y_rapido;atencion_amable;el_local_se_encontraba__limpio_y_ordenado;pto_contacto;nivel_2;dia_respuesta;genero;rango_edad;region;segmento_actividad;medio_de_pago;vend_id;Random
29-09-2020;9;2020;Martes;ab1d3104;471;4249;1;10;10;10;10;Local 471;Locales;30-09-2020;Femenino;De 26 a 35 años;IX La Araucanía;Activo;Debito;4667;51694
11-09-2020;9;2020;Viernes;ab1d3105;492;265493;26;10;9;10;10;Local 492;Locales;14-09-2020;Femenino;De 46 a 60 años;I Tarapacá;Activo;Debito;6933;51716
24-09-2020;9;2020;jueves;ab1d3106;571;20761;5;10;10;10;10;Local 571;Locales;25-09-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Debito;13809;51844
13-09-2020;9;2020;Domingo;ab1d3107;424;1547;1;10;10;10;10;Local 424;Locales;14-09-2020;Femenino;De 26 a 35 años;VI O'Higgins;Activo;Efectivo;2860;52109
14-09-2020;9;2020;Lunes;ab1d3108;128;24327;5;10;10;10;10;Local 128;Locales;15-09-2020;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Debito;20608;52312
05-09-2020;9;2020;Sabado;ab1d3109;124;6699;1;10;10;10;10;Local 124;Locales;06-09-2020;Femenino;De 26 a 35 años;Región Metropolitana;Semi Activo;Debito;1071;52359
02-09-2020;9;2020;Miercoles;ab1d3110;565;43103;24;10;;;;Compra Onl;Compra Online Despac;16-09-2020;Masculino;De 46 a 60 años;Región Metropolitana;Fugado;Credito;1;52366
03-09-2020;9;2020;jueves;ab1d3111;259;9699;1;8;10;10;10;Local 259;Locales;04-09-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Debito;7575;52647
22-09-2020;9;2020;Martes;ab1d3112;132;107787;16;10;;;;Santiago;Compra Telefónica;23-09-2020;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Debito;11441;52809
07-09-2020;9;2020;Lunes;ab1d3113;200;18599;1;10;9;10;10;Local 200;Locales;08-09-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;4581;52890
04-09-2020;9;2020;Viernes;ab1d3114;585;50005;3;5;10;10;10;Local 585;Locales;06-09-2020;Masculino;De 46 a 60 años;V Valparaíso;Activo;Credito;19331;53010
02-09-2020;9;2020;Miercoles;ab1d3115;479;20917;3;10;10;;10;ret_Local;Retiro en Tienda;03-09-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Credito;16429;53041
08-09-2020;9;2020;Martes;ab1d3116;43;12017;3;10;10;10;10;Local 43;Locales;10-09-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Debito;9379;53206
18-09-2020;9;2020;Viernes;ab1d3117;563;17390;1;10;10;10;10;Local 563;Locales;24-09-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Credito;16706;53348
26-09-2020;9;2020;Sabado;ab1d3118;466;6088;2;10;10;10;10;Local 466;Locales;27-09-2020;Masculino;De 36 a 45 años;Región Metropolitana;Activo;Efectivo;19865;53500
26-09-2020;9;2020;Sabado;ab1d3119;582;15673;2;10;10;10;10;Local 582;Locales;27-09-2020;Femenino;De 26 a 35 años;Región Metropolitana;Semi Activo;Debito;16398;53609
04-09-2020;9;2020;Viernes;ab1d3120;51;33099;7;2;2;10;10;Local 51;Locales;05-09-2020;Masculino;De 46 a 60 años;Región Metropolitana;Activo;Credito;20597;54061
06-09-2020;9;2020;Domingo;ab1d3121;466;31661;2;9;10;10;10;Local 466;Locales;08-09-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Credito;13861;54223
04-09-2020;9;2020;Viernes;ab1d3122;250;16874;1;10;10;10;10;Local 250;Locales;10-09-2020;Femenino;De 26 a 35 años;VI O'Higgins;Activo;Debito;13281;54394
29-09-2020;9;2020;Martes;ab1d3123;11;9197;3;10;10;10;10;Local 11;Locales;30-09-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Credito;2355;54468
15-09-2020;9;2020;Martes;ab1d3124;756;17088;3;10;10;10;10;Local 756;Locales;17-09-2020;Masculino;De 60 años y más;XIV Los Ríos;Activo;Debito;9383;54771
07-09-2020;9;2020;Lunes;ab1d3125;773;899;1;9;9;8;10;Local 773;Locales;13-09-2020;Masculino;De 46 a 60 años;VIII Biobío;Fugado;Efectivo;8617;54858
21-09-2020;9;2020;Lunes;ab1d3126;188;19393;7;10;10;10;10;Local 188;Locales;22-09-2020;Masculino;De 46 a 60 años;Región Metropolitana;Activo;Excedente;4922;54888
22-09-2020;9;2020;Martes;ab1d3127;362;15199;3;10;;;;Viña del;Compra Telefónica;24-09-2020;Femenino;De 60 años y más;V Valparaíso;Activo;Credito;3650;55066
03-09-2020;9;2020;jueves;ab1d3128;383;12378;3;8;7;9;8;Local 383;Locales;07-09-2020;Masculino;De 60 años y más;I Tarapacá;Activo;Debito;12774;55434
23-09-2020;9;2020;Miercoles;ab1d3129;263;2903;1;9;10;10;10;Local 263;Locales;24-09-2020;Femenino;De 60 años y más;Región Metropolitana;Activo;Debito;11427;55683
11-09-2020;9;2020;Viernes;ab1d3130;539;31677;3;9;8;9;9;Local 539;Locales;17-09-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;10836;55709
30-09-2020;9;2020;Miercoles;ab1d3131;448;97409;10;9;10;;10;ret_Local;Retiro en Tienda;01-10-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;18659;55714
01-09-2020;9;2020;Martes;ab1d3132;163;393;1;8;4;9;9;Local 163;Locales;08-09-2020;Femenino;De 60 años y más;Región Metropolitana;Activo;Efectivo;6738;56012
02-09-2020;9;2020;Miercoles;ab1d3133;366;17248;2;0;0;;7;ret_Local;Retiro en Tienda;07-09-2020;Masculino;De 46 a 60 años;V Valparaíso;Dormido;Debito;4450;56218
05-09-2020;9;2020;Sabado;ab1d3134;457;47869;3;10;10;10;10;Local 457;Locales;06-09-2020;Masculino;De 60 años y más;IV Coquimbo;Activo;Credito;316;56368
28-09-2020;9;2020;Lunes;ab1d3135;152;8053;6;10;10;10;10;Local 152;Locales;30-09-2020;Masculino;De 60 años y más;Región Metropolitana;Activo;Efectivo;13680;56900
25-09-2020;9;2020;Viernes;ab1d3136;492;11999;1;10;10;;10;ret_Local;Retiro en Tienda;28-09-2020;Femenino;De 46 a 60 años;I Tarapacá;Activo;Excedente;6933;56964
24-09-2020;9;2020;jueves;ab1d3137;392;6688;3;10;10;10;10;Local 392;Locales;27-09-2020;Femenino;De 36 a 45 años;VIII Biobío;Activo;Debito;6507;57281
08-09-2020;9;2020;Martes;ab1d3138;288;10615;9;8;0;0;0;Compra Onl;Compra Online Despac;09-09-2020;Masculino;De 60 años y más;Región Metropolitana;Activo;Efectivo;6913;57376
02-09-2020;9;2020;Miercoles;ab1d3139;9;17599;1;10;10;10;10;Local 9;Locales;03-09-2020;Masculino;De 46 a 60 años;Región Metropolitana;Activo;Credito;4637;57404
22-09-2020;9;2020;Martes;ab1d3140;539;8921;2;7;6;6;9;Local 539;Locales;24-09-2020;Femenino;De 60 años y más;Región Metropolitana;Activo;Efectivo;21341;57532
21-09-2020;9;2020;Lunes;ab1d3141;232;800;1;10;10;10;10;Local 232;Locales;25-09-2020;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Debito;17363;57681
11-09-2020;9;2020;Viernes;ab1d3142;437;54809;7;10;10;10;10;Local 437;Locales;16-09-2020;Femenino;De 46 a 60 años;IV Coquimbo;Dormido;Debito;2856;57705
25-09-2020;9;2020;Viernes;ab1d3143;270;12371;4;8;10;9;10;Local 270;Locales;01-10-2020;Femenino;De 46 a 60 años;VI O'Higgins;Activo;Debito;4530;57752
02-09-2020;9;2020;Miercoles;ab1d3144;355;16733;2;10;10;10;10;Local 355;Locales;03-09-2020;Femenino;De 36 a 45 años;X Los Lagos;Semi Activo;Credito;12178;57952
07-09-2020;9;2020;Lunes;ab1d3145;278;1987;1;10;10;10;10;Local 278;Locales;08-09-2020;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Debito;14373;57993
25-09-2020;9;2020;Viernes;ab1d3146;586;22969;4;4;6;10;8;Local 586;Locales;01-10-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Debito;21110;58005
02-09-2020;9;2020;Miercoles;ab1d3147;1;4199;1;10;10;10;10;Local 1;Locales;03-09-2020;Masculino;De 18 a 25 años;Región Metropolitana;Activo;Debito;645;58189
30-09-2020;9;2020;Miercoles;ab1d3148;169;39645;2;10;;;;Compra Onl;Compra Online Despac;02-10-2020;Femenino;De 60 años y más;Región Metropolitana;Semi Activo;Debito;23170;58280
27-09-2020;9;2020;Domingo;ab1d3149;360;12898;2;10;10;10;10;Local 360;Locales;28-09-2020;Femenino;De 46 a 60 años;XII Magallanes y Antártica;Activo;Efectivo;2336;58332
01-09-2020;9;2020;Martes;ab1d3150;52;55198;2;9;8;;8;ret_Local;Retiro en Tienda;05-09-2020;Masculino;De 60 años y más;V Valparaíso;Activo;Credito;4982;58513
04-09-2020;9;2020;Viernes;ab1d3151;577;2799;1;10;10;10;10;Local 577;Locales;05-09-2020;Masculino;De 26 a 35 años;Región Metropolitana;Activo;Debito;5110;58523
27-09-2020;9;2020;Domingo;ab1d3152;484;44462;5;10;10;10;10;Local 484;Locales;28-09-2020;Femenino;De 36 a 45 años;VIII Biobío;Semi Activo;Debito;11068;58580
05-09-2020;9;2020;Sabado;ab1d3153;151;13599;1;10;10;10;10;Local 151;Locales;06-09-2020;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Debito;6786;58867
28-09-2020;9;2020;Lunes;ab1d3154;398;28069;3;10;10;10;10;Local 398;Locales;29-09-2020;Femenino;De 46 a 60 años;VIII Biobío;Activo;Debito;5677;59099
17-09-2020;9;2020;jueves;ab1d3155;483;24303;2;10;10;10;10;Local 483;Locales;18-09-2020;Masculino;De 36 a 45 años;VII Maule;Activo;Debito;9856;59241
21-09-2020;9;2020;Lunes;ab1d3156;379;64478;11;10;10;10;10;Local 379;Locales;24-09-2020;Femenino;De 18 a 25 años;VI O'Higgins;Activo;Credito;9808;59504
11-09-2020;9;2020;Viernes;ab1d3157;291;99698;2;10;10;10;10;Local 291;Locales;12-09-2020;Masculino;De 60 años y más;VIII Biobío;Activo;Credito;10485;59571
23-09-2020;9;2020;Miercoles;ab1d3158;123;41059;3;5;5;6;6;Local 123;Locales;29-09-2020;Femenino;De 60 años y más;Región Metropolitana;Fugado;Credito;13914;59649
25-09-2020;9;2020;Viernes;ab1d3159;567;53364;7;10;10;10;10;Local 567;Locales;01-10-2020;Femenino;De 36 a 45 años;IV Coquimbo;Activo;Debito;4877;59795
07-09-2020;9;2020;Lunes;ab1d3160;382;37966;2;10;10;10;10;Local 382;Locales;08-09-2020;Femenino;De 26 a 35 años;V Valparaíso;Activo;Efectivo;19692;59885
06-09-2020;9;2020;Domingo;ab1d3161;596;4463;2;10;10;10;10;Local 596;Locales;08-09-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Efectivo;19843;60003
01-09-2020;9;2020;Martes;ab1d3162;448;19558;2;7;2;;9;ret_Local;Retiro en Tienda;04-09-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;21651;60008
12-09-2020;9;2020;Sabado;ab1d3163;461;3647;3;10;10;10;10;Local 461;Locales;13-09-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;2354;60165
02-09-2020;9;2020;Miercoles;ab1d3164;357;67912;14;9;9;;9;ret_Local;Retiro en Tienda;05-09-2020;Femenino;De 36 a 45 años;XII Magallanes y Antártica;Activo;Credito;5923;60171
21-09-2020;9;2020;Lunes;ab1d3165;319;8819;1;7;10;10;8;Local 319;Locales;23-09-2020;Masculino;De 36 a 45 años;IX La Araucanía;Semi Activo;Debito;8970;60259
15-09-2020;9;2020;Martes;ab1d3166;572;5598;2;9;9;9;10;Local 572;Locales;16-09-2020;Femenino;De 36 a 45 años;X Los Lagos;Dormido;Debito;11210;60293
29-09-2020;9;2020;Martes;ab1d3167;360;50490;4;10;10;10;10;Local 360;Locales;30-09-2020;Masculino;De 26 a 35 años;XII Magallanes y Antártica;Activo;Debito;18794;60368
02-09-2020;9;2020;Miercoles;ab1d3168;383;56997;3;9;9;;9;ret_Local;Retiro en Tienda;03-09-2020;Femenino;De 46 a 60 años;I Tarapacá;Dormido;Excedente;21436;60379
25-09-2020;9;2020;Viernes;ab1d3169;469;3994;1;10;10;10;10;Local 469;Locales;26-09-2020;Femenino;De 36 a 45 años;V Valparaíso;Activo;Efectivo;3529;60396
03-09-2020;9;2020;jueves;ab1d3170;390;14698;8;6;6;8;5;Local 390;Locales;09-09-2020;Masculino;De 60 años y más;VIII Biobío;Activo;Debito;682;60412
22-09-2020;9;2020;Martes;ab1d3171;126;5985;1;10;10;10;10;Local 126;Locales;29-09-2020;Masculino;De 26 a 35 años;Región Metropolitana;Activo;Debito;1175;60744
03-09-2020;9;2020;jueves;ab1d3172;51;36183;8;9;10;10;8;Local 51;Locales;04-09-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;10589;60825
02-09-2020;9;2020;Miercoles;ab1d3173;180;97739;13;9;4;10;9;Local 180;Locales;03-09-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;22843;60871
13-09-2020;9;2020;Domingo;ab1d3174;253;28257;3;10;10;10;7;Local 253;Locales;14-09-2020;Femenino;De 36 a 45 años;VII Maule;Semi Activo;Debito;7190;60909
10-09-2020;9;2020;jueves;ab1d3175;182;1298;3;8;8;10;8;Local 182;Locales;11-09-2020;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Efectivo;9139;60930
14-09-2020;9;2020;Lunes;ab1d3176;305;37084;7;10;10;10;10;Local 305;Locales;15-09-2020;Femenino;De 26 a 35 años;V Valparaíso;Activo;Excedente;5011;60953
28-09-2020;9;2020;Lunes;ab1d3177;565;59066;8;10;;;;Compra Onl;Compra Online Despac;04-10-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;1;61017
27-09-2020;9;2020;Domingo;ab1d3178;638;10776;4;10;10;10;10;Local 638;Locales;28-09-2020;Masculino;De 36 a 45 años;VIII Biobío;Activo;Efectivo;9824;61277
11-09-2020;9;2020;Viernes;ab1d3179;266;315350;1;9;8;10;9;Local 266;Locales;17-09-2020;Masculino;De 26 a 35 años;Región Metropolitana;Activo;Debito;4607;61382
03-09-2020;9;2020;jueves;ab1d3180;284;72970;4;10;10;10;10;Local 284;Locales;04-09-2020;Femenino;De 36 a 45 años;VIII Biobío;Activo;Debito;4522;61389
16-09-2020;9;2020;Miercoles;ab1d3181;586;4499;1;10;9;10;10;Local 586;Locales;23-09-2020;Femenino;De 60 años y más;Región Metropolitana;Fugado;Debito;10932;61502
24-09-2020;9;2020;jueves;ab1d3182;288;57857;8;10;10;10;8;Local 288;Locales;25-09-2020;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Credito;21928;61655
07-09-2020;9;2020;Lunes;ab1d3183;586;3759;1;10;10;10;10;Local 586;Locales;08-09-2020;Masculino;De 36 a 45 años;Región Metropolitana;Activo;Credito;10932;61698
28-09-2020;9;2020;Lunes;ab1d3184;48;17798;3;5;6;7;4;Local 48;Locales;05-10-2020;Femenino;De 46 a 60 años;VIII Biobío;Activo;Debito;1454;61769
29-09-2020;9;2020;Martes;ab1d3185;118;2718;2;7;2;9;9;Local 118;Locales;30-09-2020;Masculino;De 46 a 60 años;Región Metropolitana;Fugado;Debito;1557;61773
27-09-2020;9;2020;Domingo;ab1d3186;10;11923;2;9;9;9;9;Local 10;Locales;03-10-2020;Masculino;De 60 años y más;Región Metropolitana;Activo;Debito;15231;61884
03-09-2020;9;2020;jueves;ab1d3187;191;4697;3;10;10;10;10;Local 191;Locales;09-09-2020;Masculino;De 60 años y más;Región Metropolitana;Activo;Efectivo;3731;61978
29-09-2020;9;2020;Martes;ab1d3188;163;30722;2;10;9;10;10;Local 163;Locales;01-10-2020;Masculino;De 36 a 45 años;Región Metropolitana;Activo;Debito;1652;61982
27-09-2020;9;2020;Domingo;ab1d3189;157;30851;2;10;10;10;10;Local 157;Locales;28-09-2020;Femenino;De 60 años y más;Región Metropolitana;Activo;Efectivo;17791;62303
05-09-2020;9;2020;Sabado;ab1d3190;132;15072;3;10;10;10;10;Local 132;Locales;06-09-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Debito;3871;62389
22-09-2020;9;2020;Martes;ab1d3191;439;12498;2;10;10;10;10;Local 439;Locales;28-09-2020;Masculino;De 36 a 45 años;VIII Biobío;Activo;Debito;23563;62532
17-09-2020;9;2020;jueves;ab1d3192;85;20223;5;10;10;10;10;Local 85;Locales;21-09-2020;Masculino;De 18 a 25 años;Región Metropolitana;Semi Activo;Debito;18494;62553
01-09-2020;9;2020;Martes;ab1d3193;322;24179;2;10;10;;10;ret_Local;Retiro en Tienda;04-09-2020;Femenino;De 46 a 60 años;XV Arica y Parinacota;Fugado;Credito;2548;62580
14-09-2020;9;2020;Lunes;ab1d3194;396;6983;1;10;10;10;10;Local 396;Locales;15-09-2020;Femenino;De 46 a 60 años;VIII Biobío;Activo;Debito;5198;62664
28-09-2020;9;2020;Lunes;ab1d3195;589;5348;1;10;10;10;10;Local 589;Locales;29-09-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;8835;62824
06-09-2020;9;2020;Domingo;ab1d3196;586;51853;7;10;10;10;10;Local 586;Locales;07-09-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Excedente;19443;62882
07-09-2020;9;2020;Lunes;ab1d3197;123;13048;2;10;10;10;10;Local 123;Locales;08-09-2020;Masculino;De 60 años y más;Región Metropolitana;Semi Activo;Credito;8875;62943
06-09-2020;9;2020;Domingo;ab1d3198;492;786;2;10;10;10;10;Local 492;Locales;07-09-2020;Masculino;De 60 años y más;I Tarapacá;Activo;Efectivo;7874;62974
20-09-2020;9;2020;Domingo;ab1d3199;255;10038;2;9;7;10;9;Local 255;Locales;21-09-2020;Femenino;De 36 a 45 años;VIII Biobío;Activo;Debito;4837;63020
17-09-2020;9;2020;jueves;ab1d3200;766;52046;5;10;10;10;10;Local 766;Locales;18-09-2020;Femenino;De 60 años y más;Región Metropolitana;Activo;Debito;14913;63150
07-09-2020;9;2020;Lunes;ab1d3201;126;6158;2;8;6;10;9;Local 126;Locales;08-09-2020;Femenino;De 18 a 25 años;Región Metropolitana;Activo;Debito;5582;63318
21-09-2020;9;2020;Lunes;ab1d3202;100;148423;2;4;9;9;9;Local 100;Locales;22-09-2020;Masculino;De 26 a 35 años;Región Metropolitana;Activo;Debito;2555;63781
21-09-2020;9;2020;Lunes;ab1d3203;548;94847;6;10;10;10;10;Local 548;Locales;22-09-2020;Femenino;De 36 a 45 años;IV Coquimbo;Activo;Debito;19325;63936
03-09-2020;9;2020;jueves;ab1d3204;641;11328;2;4;5;7;4;Local 641;Locales;04-09-2020;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Debito;10308;64086
13-09-2020;9;2020;Domingo;ab1d3205;758;17998;2;10;10;10;10;Local 758;Locales;14-09-2020;Masculino;De 46 a 60 años;X Los Lagos;Dormido;Debito;11191;64182
21-09-2020;9;2020;Lunes;ab1d3206;190;12389;2;10;;;;Compra Onl;Compra Online Despac;29-09-2020;Femenino;De 60 años y más;Región Metropolitana;Dormido;Debito;1;64323
21-09-2020;9;2020;Lunes;ab1d3207;636;9298;2;10;10;10;10;Local 636;Locales;27-09-2020;Femenino;De 60 años y más;Región Metropolitana;Activo;Efectivo;21922;64392
25-09-2020;9;2020;Viernes;ab1d3208;67;21396;7;10;10;10;10;Local 67;Locales;27-09-2020;Masculino;De 60 años y más;Región Metropolitana;Activo;Efectivo;16374;64423
02-09-2020;9;2020;Miercoles;ab1d3209;565;85149;8;10;;;;Compra Onl;Compra Online Despac;11-09-2020;Femenino;De 60 años y más;Región Metropolitana;Activo;Debito;1;64481
13-09-2020;9;2020;Domingo;ab1d3210;442;3399;1;10;10;10;10;Local 442;Locales;14-09-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;14763;64517
01-09-2020;9;2020;Martes;ab1d3211;578;16289;2;0;6;10;10;Local 578;Locales;02-09-2020;Femenino;De 26 a 35 años;II Antofagasta;Activo;Debito;10976;64567
02-09-2020;9;2020;Miercoles;ab1d3212;263;57310;5;9;7;;8;ret_Local;Retiro en Tienda;05-09-2020;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Debito;22362;64586
01-09-2020;9;2020;Martes;ab1d3213;565;73407;7;8;;;;Compra Onl;Compra Online Despac;12-09-2020;Femenino;De 36 a 45 años;Región Metropolitana;Dormido;Credito;1;64729
29-09-2020;9;2020;Martes;ab1d3214;440;7390;3;10;10;10;10;Local 440;Locales;30-09-2020;Femenino;De 36 a 45 años;II Antofagasta;Activo;Credito;1384;64753
04-09-2020;9;2020;Viernes;ab1d3215;755;2719;1;10;10;10;10;Local 755;Locales;05-09-2020;Femenino;De 36 a 45 años;Región Metropolitana;Fugado;Debito;18653;64809
14-09-2020;9;2020;Lunes;ab1d3216;392;11632;3;10;10;10;10;Local 392;Locales;15-09-2020;Femenino;De 26 a 35 años;VIII Biobío;Activo;Debito;3708;64870
09-09-2020;9;2020;Miercoles;ab1d3217;402;39198;2;10;10;10;10;Local 402;Locales;10-09-2020;Masculino;De 26 a 35 años;IV Coquimbo;Activo;Debito;19138;64921
22-09-2020;9;2020;Martes;ab1d3218;274;45150;8;10;8;10;10;Local 274;Locales;29-09-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;20603;65086
08-09-2020;9;2020;Martes;ab1d3219;268;15999;1;1;8;9;;Local 268;Locales;09-09-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Debito;4361;65188
15-09-2020;9;2020;Martes;ab1d3220;494;39558;2;10;10;10;10;Local 494;Locales;21-09-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Credito;19472;65189
22-09-2020;9;2020;Martes;ab1d3221;42;1845;1;10;10;10;10;Local 42;Locales;23-09-2020;Femenino;De 46 a 60 años;I Tarapacá;Activo;Efectivo;11197;65222
16-09-2020;9;2020;Miercoles;ab1d3222;38;26871;4;10;10;10;10;Local 38;Locales;17-09-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Debito;1765;65244
25-09-2020;9;2020;Viernes;ab1d3223;195;6387;4;10;10;10;10;Local 195;Locales;26-09-2020;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Efectivo;16419;65367
29-09-2020;9;2020;Martes;ab1d3224;488;3890;2;10;9;10;10;Local 488;Locales;30-09-2020;Femenino;De 36 a 45 años;V Valparaíso;Activo;Efectivo;20831;65397
03-09-2020;9;2020;jueves;ab1d3225;348;6288;3;9;3;8;5;Local 348;Locales;04-09-2020;Femenino;De 36 a 45 años;XV Arica y Parinacota;Activo;Efectivo;22985;65522
26-09-2020;9;2020;Sabado;ab1d3226;618;6699;1;10;10;10;10;Local 618;Locales;02-10-2020;Femenino;De 46 a 60 años;V Valparaíso;Activo;Debito;23718;65671
